,weeks,song_name,artist_name,url_avg,et_url_avg,display_url_avg,hashtag_avg,et_hashtag_avg,avg_followers,avg_friends,avg_listed,sum_trunc,sum_http,avg_tokens,avg_char,avg_senti,avg_emoji_count,tweets_count
1511,3.0,Holy,Florida Georgia Line,0.0,0.0,0.0,0.0,0.0,155.0,227.0,0.0,0,0,22.0,95.0,0.0,0.0,1
1512,8.0,Mood,Fleetwood Mac,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,2330.0,2605.3333333333335,79.33333333333333,0,1,18.0,122.66666666666667,0.4246000051498413,8.0,3
1513,6.0,Laugh Now Cry Later,Lil Durk,0.0,0.0,0.0,0.0,0.0,58.0,92.0,0.0,0,0,25.0,140.0,0.7213000059127808,1.0,1
1514,2.0,Tragic,CJ,0.5,0.0,0.5,0.0,0.0,4546.0,4695.5,0.5,1,2,23.5,137.5,-0.5350999981164932,0.0,2
1515,6.0,Conversations,CJ,1.0,0.0,1.0,0.0,0.0,38633.0,42091.0,186.0,0,1,19.0,136.0,0.42149999737739563,0.0,1
1516,1.0,ily,Miley Cyrus,0.0,0.0,0.0,0.0,0.0,95.0,579.0,0.0,0,0,10.0,51.0,0.7649999856948853,0.0,1
1517,2.0,Hit Different,Rod Wave,0.0,0.0,0.0,0.0,0.0,636.0,857.0,1.0,0,0,11.0,61.0,0.4018999934196472,0.0,1
1518,9.0,ily,Luke Bryan,0.0,0.0,0.0,0.0,0.0,482.0,575.0,12.0,0,0,14.0,81.0,0.0,0.0,1
1519,5.0,Savage Love (Laxed - Siren Beat),,1.0,0.0,1.0,0.0,0.0,169.0,134.0,6.0,0,1,20.0,106.0,0.6288999915122986,1.0,1
1520,1.0,The Bones,Lady A,0.0,0.0,0.0,0.0,0.0,480.0,264.0,6.0,0,0,27.0,140.0,0.0,0.0,1
1521,12.0,Good Time,Taylor Swift,0.0,0.0,0.0,0.0,0.0,15.0,36.0,0.0,0,0,18.0,83.0,0.44040000438690186,0.0,1
1522,12.0,Die From A Broken Heart,,1.0,1.0,1.0,0.0,0.0,111.0,3.0,2.0,1,1,23.0,124.0,-0.8787000179290771,0.0,1
1523,12.0,Dynamite,Miley Cyrus,1.0,0.0,1.0,0.0,0.0,264.0,21.0,1.0,1,1,23.0,139.0,-0.17790000140666962,3.0,1
1524,12.0,Took Her To The O,,0.0,0.0,0.0,0.0,0.0,4313.0,3450.0,5.0,0,0,12.0,49.0,-0.3736000061035156,0.0,1
1525,1.0,Wonder,Mulatto,0.0,0.0,0.0,0.0,0.0,1483.0,1113.0,1.0,0,0,14.0,77.0,0.44040000438690186,1.0,1
1526,6.0,Mood,Morgan Wallen,0.0,0.0,0.0,0.0,0.0,87.0,93.0,0.0,0,0,12.0,59.0,0.8360000252723694,0.0,1
1527,0.0,My Future,Clairo,0.0,0.0,0.0,0.0,0.0,23.0,38.0,0.0,0,0,15.0,60.0,-0.2939999997615814,0.0,1
1528,8.0,Better Together,Luke Combs,0.5,0.0,0.5,2.5,0.0,127.0,106.5,1.0,0,2,18.0,132.5,0.22939999401569366,0.0,2
1529,12.0,ily,Clairo,0.0,0.0,0.0,0.0,0.0,430.5,556.0,9.0,0,0,17.0,92.0,0.6561999917030334,0.0,2
1530,4.0,Smile,Shawn Mendes,0.0,0.0,0.0,0.0,0.0,1575.0,1306.0,3.0,0,0,25.0,140.0,0.8931999802589417,0.0,1
1531,1.0,Golden,Mulatto,0.0,0.0,0.0,0.0,0.0,38.0,36.0,0.0,0,1,17.0,124.0,-0.6208000183105469,8.0,1
1532,11.0,Done,Saweetie,0.0,0.0,0.0,0.0,0.0,727.0,516.0,5.0,0,0,12.0,73.0,-0.27320000529289246,1.0,1
1533,12.0,Chasin' You,Morgan Wallen,1.0,0.0,1.0,0.0,0.0,5.0,82.0,0.0,0,1,11.0,71.0,0.0,1.0,1
1534,9.0,WAP,Post Malone,0.0,0.0,0.0,0.0,0.0,550.0,408.0,2.0,0,0,20.0,101.0,0.3181999921798706,0.0,1
1535,3.0,Cool Again,Kane Brown,1.0,0.0,1.0,2.0,0.0,268.0,641.0,0.0,0,1,11.0,80.0,0.3181999921798706,0.0,1
1536,12.0,Therefore I Am,BTS,0.0,0.0,0.0,3.0,0.0,453.14232209737827,521.629213483146,2.0823970037453186,0,0,25.0,144.0,0.4083999991416931,3.0,267
1537,12.0,Wonder,BTS,0.10451977401129943,0.011299435028248588,0.10451977401129943,0.2627118644067797,0.12146892655367232,1715.1186440677966,709.2005649717514,7.293785310734464,35,65,20.48870056497175,128.54237288135593,0.30161949232389024,0.4209039548022599,354
1538,12.0,,Lee Brice,0.5211267605633803,0.08450704225352113,0.5211267605633803,0.4788732394366197,0.04225352112676056,3792.1408450704225,1266.2112676056338,57.943661971830984,10,38,14.056338028169014,80.26760563380282,0.1820366195809673,0.16901408450704225,71
1539,9.0,The 1,BTS,0.008695652173913044,0.0,0.008695652173913044,0.32608695652173914,0.0,569.0043478260869,479.55652173913046,3.5695652173913044,1,2,24.43913043478261,140.16086956521738,0.5235995686572531,0.508695652173913,230
1540,9.0,Practice,BTS,0.15384615384615385,0.0,0.15384615384615385,0.0,0.0,2532.0,487.84615384615387,58.53846153846154,1,4,23.692307692307693,133.92307692307693,0.31222306994291454,0.23076923076923078,13
1541,9.0,Wolves,,0.24907063197026022,0.04460966542750929,0.24907063197026022,0.12639405204460966,0.08550185873605948,5574.617100371747,1577.3048327137546,66.3271375464684,34,83,17.643122676579925,118.70260223048327,0.11981078107117721,0.25650557620817843,269
1542,13.0,Cardigan,,0.024217961654894045,0.0020181634712411706,0.024217961654894045,0.24520686175580222,0.0010090817356205853,2301.79717457114,1197.2008072653884,12.565085771947528,16,32,25.507568113017154,135.94651866801212,0.18766014210834694,0.04641775983854692,991
1543,10.0,,Moneybagg Yo,0.09582689335394126,0.030911901081916538,0.09582689335394126,0.08809891808346214,0.061823802163833076,1646.1962905718701,1282.064914992272,7.2998454404945905,18,100,16.87326120556414,90.78825347758887,0.3153264326154264,0.7465224111282844,647
1544,5.0,,Clairo,0.064882400648824,0.01151662611516626,0.064882400648824,0.07591240875912408,0.0071370640713706406,1198.417680454177,686.9245742092457,14.801784266017842,226,1058,11.29132197891322,67.96139497161396,0.14219547526394255,0.8668288726682887,6165
1545,3.0,Better,Zayn,0.09633911368015415,0.0009633911368015414,0.09633911368015415,0.6647398843930635,0.052986512524084775,4531.30732177264,922.2042389210019,35.15606936416185,33,413,21.26300578034682,123.57707129094412,0.42470028509272834,0.7581888246628131,1038
1546,3.0,,Ariana Grande,0.12430332714068569,0.016213477453132917,0.12430332714068569,0.09998311096098632,0.03225806451612903,2676.4644485728763,1156.7676068231717,11.674548218206384,333,3085,16.697855092045263,101.33338963013004,0.13929957729002834,0.2634690086134099,5921
1547,4.0,,Dua Lipa,0.14218009478672985,0.027014218009478674,0.14218009478672985,0.26398104265402844,0.046445497630331754,16789.756872037913,866.4715639810427,41.97772511848341,123,913,17.551658767772512,100.38862559241706,0.16473028417500132,0.5867298578199052,2110
1548,2.0,Do It,BTS,0.012,0.004,0.012,0.0,0.0,713.68,747.392,3.952,3,9,22.46,129.2,0.022051200225949287,0.072,250
1549,1.0,Savage,Tory Lanez,1.0,0.0,1.0,0.0,0.0,11765.0,2140.5,9.0,0,2,16.0,112.0,-0.45879998803138733,0.0,2
1550,3.0,Mood,Saweetie,0.04,0.0,0.04,0.02,0.0,1634.04,911.12,6.74,1,2,24.3,146.42,0.0,0.04,50
1551,1.0,Runnin,,0.06071098799630656,0.012003693444136657,0.06071098799630656,0.04478301015697138,0.044552169898430284,1223.1008771929824,933.1959833795014,10.08679593721145,169,327,16.21791320406279,93.44759926131117,0.04309579847889607,0.09233610341643583,4332
1552,9.0,,Jon Pardi,0.5384615384615384,0.10256410256410256,0.5384615384615384,0.5897435897435898,0.10256410256410256,1395.5897435897436,1166.7948717948718,20.615384615384617,2,18,14.076923076923077,81.82051282051282,0.058148717268919334,0.07692307692307693,39
