,week,url_avg,et_url_avg,display_url_avg,hashtag_avg,et_hashtag_avg,avg_followers,avg_friends,avg_listed,sum_trunc,sum_http,avg_tokens,avg_char,avg_senti,avg_emoji_count,song_id,artist_id
19,0,0.4545454545454545,0.09090909090909093,0.4545454545454545,1.9090909090909087,0.2727272727272727,5846.0,1214.2727272727273,22.90909090909091,1.0,9.0,17.727272727272727,113.0,0.18515455451878635,0.8181818181818182,10,9
20,0,1.0,0.0,1.0,1.0,7.0,3514.666666666666,3218.666666666666,60.0,3.0,3.0,18.0,132.0,0.0,0.0,11,10
23,0,0.8,0.4,0.8,0.6,0.0,26628.2,960.4,97.6,3.0,5.0,20.4,124.4,0.3608400017023087,0.0,12,11
26,0,0.8,0.0,0.8,2.4,0.0,1727.4,259.4,51.8,0.0,5.0,16.2,105.8,0.08091999888420105,0.6,13,6
28,0,0.0,0.0,0.0,0.0,0.0,1352.0,368.0,8.0,0.0,0.0,22.0,113.0,0.5254999995231628,0.0,14,12
29,0,0.5,0.0,0.5,2.5,0.0,1832.0,1723.5,22.5,0.0,1.0,20.5,121.5,0.2633500099182129,0.0,15,13
31,0,0.6666666666666666,0.0,0.6666666666666666,0.0,0.3333333333333333,99.33333333333331,194.16666666666663,3.8333333333333335,2.0,4.0,18.83333333333333,104.33333333333331,0.5789666523536047,0.0,16,14
32,0,0.12727272727272726,0.006060606060606061,0.12727272727272726,0.3696969696969697,0.09090909090909093,1655.2545454545457,968.4181818181818,13.915151515151514,8.0,35.0,22.53939393939394,133.61212121212122,0.4459745449775999,0.29696969696969705,17,15
35,0,1.25,0.5,1.25,3.0,1.25,1907.25,1909.0,22.5,1.0,4.0,18.25,113.5,0.12347500026226045,0.0,18,2
36,0,1.0,0.0,1.0,0.0,9.0,2.0,5.0,0.0,1.0,1.0,20.0,140.0,0.02580000087618828,4.0,19,16
38,0,0.0,0.0,0.0,1.0,0.0,56.0,640.0,0.0,0.0,1.0,15.0,94.0,0.3181999921798706,0.0,20,17
39,0,0.6666666666666666,0.0,0.6666666666666666,0.0,3.333333333333333,1368.6666666666667,1164.0,19.33333333333333,1.0,2.0,17.666666666666668,120.0,0.6860666672388712,2.333333333333333,21,18
40,0,0.375,0.0625,0.375,0.0625,0.4375,679.125,649.6875,6.125,1.0,7.0,19.0625,113.6875,0.057775001972913735,0.125,22,19
41,0,0.8333333333333334,0.0,0.8333333333333334,1.6666666666666667,0.0,2644.6666666666665,367.5,88.5,0.0,5.0,19.166666666666668,114.5,0.12533333400885266,0.16666666666666666,23,9
44,0,0.75,0.0,0.75,3.75,0.0,1281.25,1165.75,11.5,0.0,3.0,17.5,117.75,-0.21562500298023224,0.75,24,20
